Column1,꽃,월,일,계절,꽃말,설명,이미지
444,들장미,10,,가을,시,"소박하고 내성적인 당신. 화려함을 탐탁해 하지 않습니다. 그렇다고 해서 연인의 화려함까지 탓하면
자칫 사랑에 금이 갈 수도 있습니다.",https://img1.daumcdn.net/thumb/R1280x0.fjpg/?fname=http://t1.daumcdn.net/brunch/service/user/eiwO/image/F6crdjJG_g8SRDbEeVtoic934DM
517,디스버드 국화,10,,가을,내 마음은 진심입니다,"퐁퐁국화는 치어리더가 사용하는 장식용 수술, 또는 겨울 모자 상단에 붙어있는 동그란 공을 의미하는 폼폰(Pom-pon)을 닮았다하여 국내에서는 퐁퐁국화라는 이름을 가지게 되었습니다. 국화과의 한 종류인 만큼 색상도 다양하며, 줄기에서 나는 국화 특유의 향을 가지고 있습니다.",https://file.honestflower.kr/media/images/ingredientimage/1708051273/788_square.webp
447,로벨리아,10,,가을,악의,"모든이의 의견을 정확하게 정리 파악하고 옳지않은 생각은 강력하게 배제하는 당신입니다. 때로는 옳
지 않아도 화보다는 이해가 필요합니다.",https://mblogthumb-phinf.pstatic.net/MjAxODA0MjFfMzYg/MDAxNTI0MjUxNTcwODU1.DpIoP7r5z2x3ptM8iW-LY-8juX6ZmJzmLtp7mEtZBeEg.gxmRFNoiD3v0iNBmcZ0WGOozQepA1XCyLkjyGD544Vsg.JPEG.designmaeg/20180407_110000.jpg?type=w800
443,매화,10,,가을,고결한 마음,기품있고 착한 마음씨의 당신. 티끌하나 없이 해맑게 개인 하늘과도 같은 인격이로군요.,https://watermark.lovepik.com/photo/20211208/large/lovepik-plum-blossoms-in-spring-picture_501579735.jpg
445,무궁화,10,,가을,미묘한 아름다움,"사람을 끌어당기는 자석과도 같은 사람. 신념에 기초해서 직설적인 솔직함을 그대로 유지하세요.
우리나라의 국화인 무궁화. 영어명 '샤론의 장미'는 팔레스타인에 있는 샤론 평원에 피는 아름다운 꽃 이라는 의미다. 십자군이 시리아에서 유럽으로 가져갔다는 식물이다. 가지가 잘 꺽여지지 않는 섬유 질이어서 흔히 울타리로 사용 된다. 차 대신 마시면 잠이 잘 온다고 한다. 즙을 무좀에 쓰면 약효가 좋 다고도 하고, 설사, 눈병, 월경, 불순, 위장병에 잘 듣는다는 이야기도 있지만 아직 성분 분석이 되어 있지는 않다.",https://i.namu.wiki/i/U3xs4ovgGfDKlDujDDa4amcUg9F4xjGKE5X3ZeNc6Jmg1NOxcy6HIJPLCDsNIHDlbgYAcrEui2-Z_H6VsJ921A.webp
199,바위떡풀,10,,가을,앙증,"자생지에서 늦여름 또는 초가을에 흰색으로 핀다. 바위틈 같은 화단에 잘 어울리지만 키가 크지않아 분화용으로도 좋은 식물이다. 꽃 모양이 특이하며 앙증맞게 생겼다.분화용으로 보편화되어 있다. 일반 분화용, 걸이용 화분용 등으로 이용된다. 화단용으로는 암석정원용으로 좋은 식물이다. 어린잎이 중이염에 효과가 있다는 보고도 있다.",https://www.nihhs.go.kr/user/AttachFiles/FLOWF/1017-3.jpg
194,박하,10,,가을,덕,"잎을 따 손가락으로 문질러 코에 대면 아주 강한 향기가 난다. 박하 하면 어렸을 때 귀하게 먹던 하얀 박하사탕이 먼저 떠오른다. 아무리 우는 아이도 박하사탕 한 알이면 울음이 뚝 그쳤는데, 요즘은 음식점 계산대에 있으나 사람들이 즐겨먹지 않는 것 같다.박하는 관상용보다는 약용이나 특용으로 많이 이용된다. 오일을 추출하거나 민트라고 하는 분화용 허브로도 잘 알려져 있다. 겨울의 추위에 웬만큼 견디기 때문에 정원에 관상용으로 심어도 좋다. 유럽에서는 정원용으로 많이 심기며 관상용 품종들이 나와 있다. 약간 무기력하고 무료할 때 잎 하나 따서 손가락으로 문지르면 특유의 향기와 함께 새로운 느낌이 든다. 잎 표면에는 기름샘이 있어 여기서 기름을 분비하는데 정유(精油)의 대부분은 이 기름샘에 저장된다.",https://www.nihhs.go.kr/user/AttachFiles/FLOWF/1007-3.jpg
441,벗풀,10,,가을,신뢰,"사랑하는 마음에 의심이나 주저함이 조금이라도 있으면 그 사람과는 헤어져야 합니다. 자신의 직감을
믿는 편이 결과적으로 행복과 연결됩니다.",https://img1.daumcdn.net/thumb/R1280x0/?fname=http://t1.daumcdn.net/brunch/service/user/eiwO/image/UCjnvLSEHJVHlKkqt7HR1TsUL58.jpg
684,블루베리 장미,10,,가을,"존경, 기품, 자랑스러움",마치 레드장미에 와인을 첨가한 듯한 느낌을 주는 선명한 색상의 스탠다드 장미입니다. 보라빛과 자주빛이 섞인 오묘하고 매혹적인 컬러를 가지고 있습니다. 화형이 큰 편이라 존재감이 뚜렷하고 고유의 색감이 성숙한 분위기를 자아내기때문에 무게감 있는 공간 연출과 고급스러운 꽃 선물로 추천드립니다.,https://file.honestflower.kr/media/images/ingredientimage/1708571877/823_square.webp
437,빨간국화,10,,가을,사랑,"애정면에서는 일종의 독특한 영감을 발휘하는 당신이군요.
옛날 중국에 항경이라는 남자가 있었다. 어느 날 친구가 ""9월 9일에 자네 집에 좋지 않은 일이 일어날 걸세. 그 날은 집을 나가 산에 가서 국화주를 마시고 있는게 좋을 거야. 그러면 재앙을 피할 수 있을 걸세."" 라고 충고를 했다. 그는 반신 반의 하면서도 그 날이 되자 온 가족과 함께 집을 나갔다. 저녁 때 집에 돌아와 보니 개, 소, 돼지를 비롯한 짐승들이 모두 죽어있었다. 친구의 말에 따르면 사람 대신 동 물들이죽어주었을 거라는 것이었다. 그 후로 이 날은 국화주를 마시며 가족의 안녕을 기원하는 풍습 이 생겼다고 한다.",https://mblogthumb-phinf.pstatic.net/20160504_152/dntlr0207_1462342791900LNuXC_JPEG/%BB%A1%B0%A3%B1%B9%C8%AD_%B2%C9%B8%BB_10%BF%F9_%C5%BA%BB%FD%C8%AD__%281%29.jpg?type=w800
440,빨강봉선화,10,,가을,날 건드리지 마세요,"명랑하고 쾌활한 성격. 성질이 급하여 금방 내팽개치고 마는 것이 결점이군요.
옛날 올림포스 궁전에서 어떤 아름다운 여신이 무언가를 훔친 혐의로 조사를 받았다. 결국 심술궂은 신의 장난임이 밝혀져 혐의는 풀렸지만 결벽한 여신에게는 의심을 받았다는 것 자체가 커다란 수치 였다. 분함과 부끄러움 때문에 자청해 '봉선화'가 되었다. 열매가 익으면 살짝만 만져도 씨앗이 흐트러 진다. 그것은 여신이 자기 마음을 열고 지금도 무고함을 호소하고 있기 때문이라고 한다.",https://mblogthumb-phinf.pstatic.net/MjAyMDA0MTdfMTc0/MDAxNTg3MDg2MDM1MTI3.So_-BJEXHO8q2hp9BuU72Qd3dKJI0SlX8RAoLX_Fe8kg.9Igu98ZG3fkm-jTWy3uLhH1GiNb55Mm9WBn36XG8D2og.JPEG.julyhoho/Impatiens-balsamina.jpg?type=w800
196,사과나무,10,,가을,유혹,"꽃말이 왜 유혹일까, 어떻게 유혹한다는 것일까. 빨간 외관으로, 아니면 그 일품인 맛으로, 어떤 이유에서건 사과로부터 유혹을 많이 받았으면 좋겠다. 빨갛게 잘 익어 가지에 달려있는 모습도 탐스럽고 예쁘지만 사과만큼 우리 몸에 좋은 과실도 드물기 때문이다.가정에 정원수로도 심을 수 있지만 각종 병해충이나 새들의 피해가 많아 가을에 탐스럽게 열매를 달 정도로 기르기는 어렵다. 화단이나 정원 조경용으로는 주로 야생종이 쓰이는데 봄에 아름다운 꽃을 보여주고 가을에 앙증스런 열매를 다는 꽃사과 종류가 주류를 이룬다.",https://www.nihhs.go.kr/user/AttachFiles/FLOWF/1011-3.jpg
193,산딸나무,10,,가을,희생,"유럽에서는 예수님이 짊어지신 십자가를 만든 나무로 알려져 신성시하기도 한다. 정원수로서 없어서는 안될 아름다운 종이다.꽃으로 보인 하얀꽃은 포엽으로 주 관상부분이며, 가을에 달리는 붉은 열매도 보기좋고 맛도 있어 새들이 많이 날아온다. 건조나 더위, 추위에 강해 전국 어디서든 이용할수 있다.",https://www.nihhs.go.kr/user/AttachFiles/FLOWF/1006-1.jpg
197,석류,10,,가을,원숙한 아름다움,꽃말은 완전히 잘 익어서 쫙 벌어진 채 빨간 속을 보여주는 완숙상태인 석류의 아름다움을 뜻하는 것 같다. 열매는 처음에 녹색으로 달렸다가 다익으면 빨간색으로 변하는데 잘익은 열매는 껍질이 툭 터지면서 속에서 루비보석과 같은 알이 삐죽삐죽 나오는데 정말 보기좋고 냄새도 좋다. 한자이름은 石榴이다.정원용으로 좋다. 봄부터 잎들이 잘 나오기 때문에 시원한 느낌을 주며 초여름부터 피는 꽃은 많은 벌들을 부른다. 중부지역에서는 찬바람과 직접 닿지않는 양지에 심어야 정상적으로 자란다. 대형 화분을 이용하여 관상용 용기재배나 분재용으로 이용이 가능하다. 종자는 식용으로 쓰이며 과실과 뿌리의 껍질은 약용으로 쓴다고 한다.,https://www.nihhs.go.kr/user/AttachFiles/FLOWF/1013-3.jpg
198,시클라멘,10,,가을,"수줍음, 질투, 의심",시클라멘을 보면 마치 두팔을 활짝들고 만세 부르는 모습이 떠오른다. 만개기에 아래로 완전히 제켜진 꽃잎들이 화분을 가득 덮는데 모양이 정말 아름답다. 잎도 무늬가 들어있는 종들이 많으며 분화용으로 보편화되어 있다.전형적인 분화용 식물이다. 우리나라에서도 널리 활용되지만 일본 사람들은 고급 분화용으로 인식되고 있어 우리가 일부 수출하기도 한다. 11월부터 4월까지 주로 동계에 분화로 생산 이용되고 있다.,https://www.nihhs.go.kr/user/AttachFiles/FLOWF/1014-1.jpg
722,아게라덤,10,,가을,"신뢰, 믿음","허브의 일종으로 '멕시코 엉겅퀴'라고도 불리우는 아게라덤은 우리나라에서 불로화라고 불렸습니다. 이는 항상 싱싱한 꽃이 피는데서 유래했다고 합니다. 보송한 질감이 특징인 아게라덤은, 물 안쪽으로 잠기는 얇은 잎사귀가 물에 그대로 들어가면 꽃의 수명을 단축시키기 때문에 잔잎을 정리한 후 물올림을 해주세요.",https://file.honestflower.kr/media/images/ingredientimage/1709003568/1036_square.webp
201,오미자,10,,가을,다시 만납시다.,"꽃말이 월드컵이나 올림픽 끝날 때 전광판에 나오는 말이다. 빨갛게 익은 선홍색 열매의 아름다움을 보려면 다시 내년을 기약해야 한다는 뜻으로 보인다. 오미자(五味子)는 열매에 단맛·신맛·쓴맛·짠맛·매운맛의 5가지 맛이 섞여있어 붙여진 이름이며, 신맛이 특히 강하다.오미자는 심장을 강하게 하고 혈압을 내리며 면역력을 높여 주어 강장제로 쓴다. 폐 기능을 강하게 하고 진해·거담 작용이 있어서 기침이나 갈증 등을 치료하는 데 도움이 된다. 말린 열매를 찬물에 담가 붉게 우러난 물에 꿀·설탕을 넣어 음료로 마시거나 화채나 녹말편을 만들어 먹는다. 밤·대추·미삼을 함께 넣고 끓여 차를 만들거나 술을 담근다. 관상용으로는 덩굴로 잘자라기 때문에 남부지역에서 생울타리용으로도 좋다.",https://www.nihhs.go.kr/user/AttachFiles/FLOWF/1020-1.jpg
752,율두스 장미,10,,가을,"갈망, 진지한 감사","우즈베크어로 '별'을 뜻하는 율두스는 스탠다드 장미로 동그란 형태와 소프트한 옐로우톤의 고급스러운 느낌을 지녔습니다. 색상은 계절에 따라 농도의 차이가 있으나 율두스 장미가 가진 화사함과 아름다운 꽃잎의 형태는 고유합니다. 프리미엄 장미인만큼 꽃잎의 겹이 많고, 가시가 튼튼하고 센편이라 조심해야해요.",https://file.honestflower.kr/media/images/ingredientimage/1710212212/1223_square.webp
439,이끼장미,10,,가을,순진무구,"순진무구한 당신. 친구들도 역시 명랑한 사람들뿐입니다. 친구를 소중히 여기도록 하세요.
꽃의 여신 플로라가 사랑하던 요정이 죽고 말았다. 플로라는 신들 앞으로 유해를 날라다가 그 요정을 꽃의 여왕도 숭배할 영생의 꽃으로 환생시켜 달라고 빌었다. 신들은 그 요정을 장미꽃으로 환생시키 기로 하고 비너스가 아름다움을, 바람의 신들은 우아한 기쁨을, 플로리다는 다양한 색깔을 이 꽃에 주 었다고 한다. 그러나 플로라는 파란색만은 주지 않았다. 파랑은 죽음을 뜻하는 불길한 색이기 때문이 었다. 그리하여 이 꽃이 향기가 진하고 우아하며 아름답게 다시 태어났다는 것이다. 지금도 파란 장미 는 원예가들의 꿈이라고 한다.",https://mblogthumb-phinf.pstatic.net/20161018_188/spongebob1516_1476771169492UEv52_JPEG/flowers-88194_960_720.jpg?type=w800
203,일일초,10,,가을,즐거운 추억,줄기가 길게 늘어진 모양으로 잎의 질감이 좋아 오래 쳐다보면 마음이 편안해진다. 화분에 심어 올려두면 늘어뜨려진 모습도 입체적으로 보기 좋다. 꽃이 많이피지 않지만 잎이나 줄기사이에 드문드문 꽃이 피는 식물임을 보여준다.건물 입구 바닥을 잔디 대신 녹색으로 덮는 용도로 많이 쓰인다. 잎에 연녹색이 대부분이지만 녹색바탕에 흰 무늬가 들어있는 것은 관상가치가 더 뛰어나다.,https://www.nihhs.go.kr/user/AttachFiles/FLOWF/1023-3.jpg
207,참취,10,,가을,참맛,"산나물 하면 가장 먼저 떠오르는 나물이 바로 참취이다. 실제 취나물중 참취가 맛이 으뜸이며 그래서 이름도 참(정말, 진짜) 나물이다. 잎도 나물로 맛있지만 여름에 피는 꽃도 선명한 흰색으로 아름답다. 주변 전체가 녹색바탕일 때 흰꽃이 피기 때문에 훨씬 돋보인다.산나물의 대표주자다. 봄에 나오는 신초를 따서 나물로 이용한다. 정원의 반 그늘진 곳에 심어두면 번식력이 좋아 봄 내내 잎을 뜯어 쌈용이나 데쳐서 나물로 이용할 수 있다. 요통이나 장염에 약용으로 쓰기도 한다.",https://www.nihhs.go.kr/user/AttachFiles/FLOWF/1028-1.jpg
205,천일홍,10,,가을,"불후, 불변","꽃이 핀 채 얼마나 오랫동안 피어있으면 불변이라는 꽃말이 붙었는지..., 허긴 늦은 봄에 꽃이 피기 시작하여 여름내내 꽃을 피우고 있으니 그런 꽃말이 붙을 만도 하다. 꽃이든 사람관계든 그저 쉽게 변하지 않고 오래가는 것이 좋다.화단용으로 그냥 줄 맞추거나 무리지어 심기도 하지만 꽃 크기 및 모양이 일률적으로 비슷하므로 특정 모양을 형상화하여 식재하는 것도 좋다. 개량된 종류가 많으니 원하는 색을 골라 심으면 된다. 상가, 건물, 휴게소 들 사람이 많이 다니는 공간에 용기에 심어둬도 보기가 좋다.",https://www.nihhs.go.kr/user/AttachFiles/FLOWF/1025-3.jpg
195,층꽃나무,10,,가을,허무한 삶,층꽃나무 하면 가을 시골길가에서 무릎높이의 아담한 키로 푸른빛을 띠는 자주색 꽃들이 층을 이루며 피어있는 모습이 떠오른다. 꽃이 층을 이루며 피기때문에 금방 알아볼수 있다. 꽃말처럼 꽃이 핀뒤 얼마 못가 꽃이 떨어져 버린다. 풀처럼 생긴 나무라 층꽃풀이라고도 한다.층을 이루며 피는 꽃모습이 아름다워 정원용으로 좋다. 마을 어귀부터 진입로 주변에 심어도 좋다. 꽃모양이 좋아 꽃꽂이용으로 시도해 보았지만 꽃대를 일단 자르면 물속에 담아두어도 작은 꽃잎들이 쉽게 떨어져 버린다. 음지나 추위에 못 견디며 공해에도 약해 남부지역에서 많이 쓰이며 수도권이라 해도 따뜻한 양지에서는 어느 정도 견딘다.,https://www.nihhs.go.kr/user/AttachFiles/FLOWF/1009-3.jpg
775,카라,10,,가을,당신만한 여자는 없습니다,"우아한 느낌을 주는 카라는 웨딩드레스에 특히 잘 어울려 결혼식 부케로 많이 사용됩니다. 부피감은 다소 부족하지만 곡선이 아름답고, 전체적인 라인이 우아하고 세련되어 긴 화기나 둥근 화기에 비스듬하게 단독으로 연출하면 심플하고 모던한 느낌을 줍니다.",https://file.honestflower.kr/media/images/ingredientimage/1708917644/878_square.webp
777,카렌듈라,10,,가을,"이별의 슬픔, 겸손","오렌지 빛깔의 허브, 몽우리부터 피어나는 모습으로 계절을 느끼는 카렌듈라는 국화과의 속씨식물로 유럽 남부에 자생하지만 오랜 경작의 역사로 인해 구체적인 기원은 미상으로 어찌보면 태생의 신비를 가진 꽃이라고 볼 수 있습니다. 할로윈 데코레이션에 이용되는 대표적인 꽃이예요.",https://file.honestflower.kr/media/images/ingredientimage/1712632366/1347_square.webp
448,칼라,10,,가을,열혈,"정열과 내성적인 면이 양면해 있는 당신이군요. 스스로에게 정직해지는게 중요합니다.
길게 자란 꽃대 끝에 커다란 꽃잎이 레몬색의 암술꽃을 삥 둘러싸고 있는 칼라는 청초함과 고상한 기 품을 지닌 꽃이다. 칼라는 최근 TV광고나 웨딩잡지에서 모델이 들고 있는 것이 신선하게 비추어지고 있다. 신부용 부케로 각광을 받기 시작하면서 심플하고 깨끗한 이미지로 칼라는 많은 여성들의 사랑 을 받고 있다. 굴곡없이 곧게 뻗은 줄기와 흰 꽃의 어우러짐이 아름다운 꽃 칼라.",https://kukka-2-media-123.s3.amazonaws.com/media/contents/event_template/c168d0db-4343-49ae-8f86-e87205ccb64d.jpg
200,해국,10,,가을,침묵,지금쯤 바닷가 바위 겉에서 세찬 바람을 자극삼아 꽃을 한창 피우고 있다. 바닷바람 때문에 키가 크지 못하고 낮게 엎드려 꽃을 피운다. 다른 쑥부쟁이류에 비해 키가 작으면서 꽃이 크고 아름답다. 바닷가에서 항상 사나운 파도와 거센 비바람과 맞대 있지만 항상 한결같은 모습으로 침묵하며 조용히 자신의 아름다움을 드러낸다.키가 30-50cm 정도이며 초여름부터 늦가을까지 흰색에 가까운 연한 자주색꽃을 피운다. 해국은 추위나 더위는 물론 건조에도 강해 어디서든 길러볼수 있다. 암석정원의 돌틈에 심어도 좋고 화분에 키우면서 모양을 잡아갈수도 있다. 일반 분화용으로도 훌륭하다. \n,https://www.nihhs.go.kr/user/AttachFiles/FLOWF/1019-3.jpg
446,해당화,10,,가을,이끄시는대로,넓고 얕게 경험을 쌓는 타입. 연애도 서툰 듯 보이지만 사실은 능숙합니다.,https://mono.aks.ac.kr/s/media/5e/5e63e1f4-e640-47b7-81db-a75ae7fe297c.jpg?preset=page
442,흰독말풀,10,,가을,경애,상냥하고 귀여운 당신. 허식이나 겉모양에 현혹되지 말고 정말로 신뢰할 수 있는 사람을 사랑합시다.,https://img1.daumcdn.net/thumb/R1280x0/?fname=http://t1.daumcdn.net/brunch/service/user/eiwO/image/mtWcz9TvY82gF5xMQwJcySgkjxA.jpg
438,흰색국화,10,,가을,단정한 사랑,"고결하고 순결한 당신. 그러나 때때로 조잡하고 유치한 또 다른 모습의 자신을 드러냅니다. 그것도 귀 엽기는 하지만 지나치면 위험신호 입니다.
옛날 중국에 항경이라는 남자가 있었다. 어느 날 친구가 ""9월 9일에 자네 집에 좋지 않은 일이 일어날 걸세. 그 날은 집을 나가 산에 가서 국화주를 마시고 있는 게 좋을거야. 그러면 재앙을 피할 수 있을 걸세."" 라고 충고를 했다. 그는 반신 반의 하면서도 그 날이 되자 온 가족과 함께 집을 나갔다. 저녁 때 집에 돌아와 보니 개, 소, 돼지를 비롯한 짐승들이 모두 죽어있었다. 친구의 말에 따르면 사람 대신 동 물들이 죽어 주었을 거라는 것이었다. 그 후로 이 날은 국화주를 마시며 가족의 안녕을 기원하는 풍습
이 생겼다고 한다.",https://mblogthumb-phinf.pstatic.net/MjAxNzEwMTBfNDkg/MDAxNTA3NjMzNjA0NTEz.rEfodobBGnpkkuz5oN5eY2ddl9H9zSRQpsZKiYRzlnog.bNc8Qbe_fgxa5uND66LVxUFFoczC6XobheLI0K9ruz4g.JPEG.ddosayo/%ED%83%84%EC%83%9D%ED%99%94_%ED%9D%B0%EC%83%89%EA%B5%AD%ED%99%94_0.jpg?type=w800
579,겹헬레보러스,11,,가을,불안함을 진정시켜주세요,고개를 숙인채 자라는 꽃으로 자연스럽게 숙여져있는 헬레보러스는 물공급이 원활하게 되어 줄기가 탱탱하여도 고개가 방향이 아래를 향할 수 있습니다. 그 중 수많은 꽃잎을 가진 겹 헬레보러스는 청초한 매력에 화려함을 더하여주며 차분한 색감은 고결한 헬레보러스의 매력을 한층 살려줘요.,https://file.honestflower.kr/media/images/ingredientimage/1709009095/1085_square.webp
464,과꽃,11,,가을,추억,"그리운 추억에 빠져 들기쉬운 당신이군요. 과거보다는 미래가 중요한 만큼 미래에도 눈길을 주는게 필요하겠군요.
전문 정원사들에게 인정받지 못한 가엾은 꽃이다. 세련미와는 좀 거리가 멀고 장식성도 없기 때문에 그런것 같다. 하지만 광견병에 걸렸을 때는 이 풀로 만든 연고가 잘 듣는다. 또 공양용 꽃으로 묘지나 불단을 장식한다.",https://onseedmart.co.kr/web/product/big/201702/10_shop1_456288.jpg
225,구즈마니아,11,,가을,만족,"꽃보다 화포(꽃을 싸고 있는 포엽)가 아름답다. 이 화포와 잎을 관상하는 대표적인 관엽식물이다. 전체적인 모양이 완벽할 정도로 만족스럽다.꽃을 좋아하는 웬만한 가정의 베란다에 가면 볼 수 있다. 가정의 실내에서 가장 많이 쓰며 온실, 식물원 같은 겨울에 보온이 되는 곳에서 관찰이나 학습용으로 이용된다. 잎이 가죽질로 표면이 반들반들하다. 꽃을 감싸고 있는 윗 부분의 잎들이 빨갛게 물들어(포엽) 보기가 좋다.",https://www.nihhs.go.kr/user/AttachFiles/FLOWF/1128-3.jpg
451,까실쑥부쟁이,11,,가을,공훈,햇빛을 받아 꽃이 피듯 무엇이든 잘해 나가겠군요. 다만 일이잘 풀리는 만큼 라이벌도 많겠군요.,https://lh4.googleusercontent.com/proxy/HfBZJDXAr_Vbgvefq-A_SsW9x3Ijk62JjfV1vTt74KNM3zVfpJTidOqoYUmGmxOb1lSgt2FEMSx6mJJaFPIKvCH0k4icWWz4eeZWDo3eCXaKfUZlSDMJ
220,꽃향유,11,,가을,"조숙, 성숙",이름에서부터 향기가 물씬 묻어나는 꽃이다. 꽃이 아름다우면서 향기까지 강해 밀원식물로도 쓰인다. 꽃이 칫솔모양으로 한쪽방향만 보며 핀다. 꽃말처럼 4-5개월이면 포기가 큰 개체로 자란다.햇볕이 잘 드는 곳이면 정원 어디든 좋다. 4월에 씨앗을 뿌려도 그 해 가을이면 키가 50-60cm 정도로 자라며 꽃이 많이 달리고 한 달이상 피어 가을화단용으로 충분하다. 꽃향기가 매우 강하다.,https://www.nihhs.go.kr/user/AttachFiles/FLOWF/1122-3.jpg
593,나팔 백합,11,,가을,"순결, 위엄","나팔 백합은 향기가 옅거나 거의 없고, 개화시 모양이 다소 아래쪽을 바라보며 피는 것이 특징입니다. 크고 화려한 화형의 오리엔탈과 달리 좁고 길쭉한 모양을 띄며 개화하며 생기는 섬세한 곡선은 동양적이고 순수한 느낌이 들기도 해요. 향은 오리엔탈 계열보다는 약한 편이며 볼륨감이 비교적 적당합니다.",https://file.honestflower.kr/media/images/ingredientimage/1708909659/848_square.webp
594,네리네,11,,가을,다시 만날 그날까지,6개의 꽃잎으로 이루어져 있고 가장자리가 물결 모양으로 주름져 있는 네리네는 백합류에 해당하며 물결 모양 주름에 광택감이 있어 영국에서는 '다이아몬드 릴리'라고 불리우기도 하죠. 개화시 9-10월 기온 정도의 상온에서 약 3일 정도 걸리기 때문에 특별한 날 사용해야 한다면 미리 피워가는 과정이 필요합니다.,https://file.honestflower.kr/media/images/ingredientimage/1709262979/1124_square.webp
212,눈개쑥부쟁이,11,,가을,찬사,쑥부쟁이 중에 키가 가장 낮으면서 꽃이 많이 핀다. 이름처럼 꽃대들이 바짝 누워 바닥을 깔며 핀다. 포기 전체가 꽃이 활짝 피었을 때 가장 보기 좋지만 씨앗이 달려있는 꼬투리 모양이 겨울을 지나 이른 봄까지 그대로 유지되어 볼거리를 준다. 작은 씨앗 한 알을 뿌려 가을에 엄청난 꽃들을 피우는 걸 보면 충분히 찬사 받을 만 하다.화단용으로 가장 좋다. 원래 남쪽이 고향이지만 추위에 강해 전국에서 화단용으로 이용할 수 있다. 높이가 낮고 꽃이 많이 달려 분화용으로도 좋은 특성을 갖고 있지만 화분에서는 꽃수를 충분히 확보하기 어렵다.,https://www.nihhs.go.kr/user/AttachFiles/FLOWF/1105-1.jpg
453,동자꽃,11,,가을,기발한 지혜,결혼에 관해서 신중한 당신은 진심으로 납득할 수 있을 때까지 기다리므로 만혼이 되겠군요.,https://www.gunchinews.com/news/photo/200706/1744-2-1905.jpg
217,마삭줄,11,,가을,"매혹, 속삭임","잎이 여러 가지 무늬종들이 있어 아름답지만 마삭줄의 일종인 백화등은 꽃 향기가 강하며 아주 매혹적이다. 한창 꽃이 필 때 거실에 두면 집안 전체에 향기가 가득 찬다.잎을 관상하는 식물로 실내에서 흔히 쓰인다. 특히 추위에 웬만큼 견디기 때문에 야생화 분경 만들 때 바탕소재로 많이 쓴다. 남부지역에서는 정원이나 공원에서 생울타리로 감거나 지면을 피복하는 용도로 흔히 쓰인다. 원줄기의 잎은 해열, 진통제로 쓴다.",https://www.nihhs.go.kr/user/AttachFiles/FLOWF/1119-1.jpg
210,마취목,11,,가을,희생,"마취목(馬醉木)은 잎에 독성이 있어 소나 말이 먹으면 마취된다 하여 붙여진 이름이다. 꽃말을 보면 자연계에서 살아남기 위해 뭔가를 희생시키는데 독을 쓰겠지만 사람들은 그 독을 해충박멸을 위해 쓴다니 매우 친환경적이고 자연스런 방법이다.상록성인데다 꽃이 많이 달리며 아름다워 분화용으로 드물게 기르며 남부지역에서는 정원용으로 쓴다. 잎을 삶거나 달여 그 물로 농작물의 해충이나 파리를 박멸한다고 한다. 꽃은 봄에 피는데, 전체가 흰색이지만 약간 붉은 빛을 띠는 것도 있다. 단지처럼 생긴 작은 꽃들이 가지 끝에 다닥다닥 붙어 피는데, 꽃이 한창 필 때는 끝이 무거워 늘어진다. 잎은 난형으로 끝이 뾰족한데 너무 만지면 고약한 냄새가 난다. 실내에서 어린이들이 잎을 만지거나 입으로 물거나 하면 절대 안된다.",https://www.nihhs.go.kr/user/AttachFiles/FLOWF/1102-3.jpg
452,메리골드,11,,가을,이별의 슬픔,"주변 사람들 중 유독 당신에게 짖굿게 구는 사람이 있다면 혹시 미래의 파트너가 될 지 모르니 주의
깊게 살펴보세요.",https://www.treeinfo.net/data/file/ti_gallery/thumb-2109571393_53b128bd_DSCF6988_400x300.jpg
454,몰약의꽃,11,,가을,진실,"남들의 부탁을 받으면 거절을 못하는 당신은 좀 더 자신을 위해 영악해질 필요가 있겠군요.
키프러스 왕의 딸 밀라는 고뇌에 빠졌다. 아버지를 사랑하고 만 것이다. 그리고는 아라비아 사막으로 추방당하게 됐다. 신들은 밀라를 가엾게 여겨 한 그루의 나무로 변하게 했다. 이 나무는 평생 후회의 향기를 내뿜는다고 한다. 밀라가 흘리는 눈물이다. 이런 전설을 갖고 있는 몰약(밀라나무)은 고무과 같은 나무 진이 있는 향기 좋은 식물이다. 열매는 작은 계란 모양을 하고 있다. 녹색의 작은 꽃, 가시 가 많고 잎새는 성기다. 아시아와 동아프리카에서 쉽게 볼 수 있다. 고대 이집트에서는 시체의 방부제
로 쓰였다고 한다.",https://img1.daumcdn.net/thumb/R1280x0.fjpg/?fname=http://t1.daumcdn.net/brunch/service/user/eiwO/image/0ISwdu2Dp0XGZdyu8X8b0J1Wplo
223,백리향,11,,가을,향기,"밟고 지나가면 그 향이 신발에 묻어 백리까지 간다는 백리향, 섬백리향은 울릉도가 고향이다. 허브(타임)로도 개량되어 많은 사람들의 사랑을 받고 있다.작은 것부터 큰 것에 이르기까지 분화용으로 다양하게 쓰인다. 추위에 강해 전국 어디서든 화단용으로 쓸 수 있다. 잎이나 줄기를 잘라 향료나 오일 추출용으로도 쓴다.",https://www.nihhs.go.kr/user/AttachFiles/FLOWF/1126-3.jpg
